stopID,line,stopName,borough,direction
124S,1,66 St-Lincoln Center,M,Downtown
125N,1,59 St-Columbus Circle,M,Uptown
125S,1,59 St-Columbus Circle,M,Downtown
126N,1,50 St,M,Uptown
126S,1,50 St,M,Downtown
127N,1,Times Sq-42 St,M,Uptown
127S,1,Times Sq-42 St,M,Downtown
127N,2,Times Sq-42 St,M,Uptown
127S,2,Times Sq-42 St,M,Downtown
127N,3,Times Sq-42 St,M,Uptown
127S,3,Times Sq-42 St,M,Downtown
128N,1,34 St-Penn Station,M,Uptown
128S,1,34 St-Penn Station,M,Downtown
128N,2,34 St-Penn Station,M,Uptown
128S,2,34 St-Penn Station,M,Downtown
128N,3,34 St-Penn Station,M,Uptown
128S,3,34 St-Penn Station,M,Downtown
129N,1,28 St,M,Uptown
129S,1,28 St,M,Downtown
130N,1,23 St,M,Uptown
130S,1,23 St,M,Downtown
131N,1,18 St,M,Uptown
131S,1,18 St,M,Downtown
132N,1,14 St,M,Uptown
132S,1,14 St,M,Downtown
132N,2,14 St,M,Uptown
132S,2,14 St,M,Downtown
132N,3,14 St,M,Uptown
132S,3,14 St,M,Downtown
133N,1,Christopher St-Sheridan Sq,M,Uptown
133S,1,Christopher St-Sheridan Sq,M,Downtown
134N,1,Houston St,M,Uptown
134S,1,Houston St,M,Downtown
135N,1,Canal St,M,Uptown
135S,1,Canal St,M,Downtown
136N,1,Franklin St,M,Uptown
136S,1,Franklin St,M,Downtown
137N,1,Chambers St,M,Uptown
137S,1,Chambers St,M,Downtown
137N,2,Chambers St,M,Uptown
137S,2,Chambers St,M,Downtown
137N,3,Chambers St,M,Uptown
137S,3,Chambers St,M,Downtown
138N,1,WTC Cortlandt,M,Uptown
138S,1,WTC Cortlandt,M,Downtown
139N,1,Rector St,M,Uptown
139S,1,Rector St,M,Downtown
142N,1,South Ferry,M,Uptown
142S,1,South Ferry,M,Last Stop
228N,2,Park Place,M,Uptown
228S,2,Park Place,M,Brooklyn
228N,3,Park Place,M,Uptown
228S,3,Park Place,M,Brooklyn
229N,2,Fulton St,M,Uptown
229S,2,Fulton St,M,Brooklyn
229N,3,Fulton St,M,Uptown
229S,3,Fulton St,M,Brooklyn
230N,2,Wall St,M,Uptown
230S,2,Wall St,M,Brooklyn
230N,3,Wall St,M,Uptown
230S,3,Wall St,M,Brooklyn
231N,2,Clark St,Bk,Manhattan
231S,2,Clark St,Bk,Outbound
231N,3,Clark St,Bk,Manhattan
231S,3,Clark St,Bk,Outbound
232N,2,Borough Hall,Bk,Manhattan
232S,2,Borough Hall,Bk,Outbound
232N,3,Borough Hall,Bk,Manhattan
232S,3,Borough Hall,Bk,Outbound
233N,2,Hoyt St,Bk,Manhattan
233S,2,Hoyt St,Bk,Outbound
233N,3,Hoyt St,Bk,Manhattan
233S,3,Hoyt St,Bk,Outbound
234N,2,Nevins St,Bk,Manhattan
234S,2,Nevins St,Bk,Outbound
234N,3,Nevins St,Bk,Manhattan
234S,3,Nevins St,Bk,Outbound
234N,4,Nevins St,Bk,Manhattan
234S,4,Nevins St,Bk,Outbound
234N,5,Nevins St,Bk,Manhattan
234S,5,Nevins St,Bk,Outbound
235N,2,Atlantic Av-Barclays Ctr,Bk,Manhattan
235S,2,Atlantic Av-Barclays Ctr,Bk,Outbound
235N,3,Atlantic Av-Barclays Ctr,Bk,Manhattan
235S,3,Atlantic Av-Barclays Ctr,Bk,Outbound
235N,4,Atlantic Av-Barclays Ctr,Bk,Manhattan
235S,4,Atlantic Av-Barclays Ctr,Bk,Outbound
235N,5,Atlantic Av-Barclays Ctr,Bk,Manhattan
235S,5,Atlantic Av-Barclays Ctr,Bk,Outbound
236N,2,Bergen St,Bk,Manhattan
236S,2,Bergen St,Bk,Outbound
236N,3,Bergen St,Bk,Manhattan
236S,3,Bergen St,Bk,Outbound
237N,2,Grand Army Plaza,Bk,Manhattan
237S,2,Grand Army Plaza,Bk,Outbound
237N,3,Grand Army Plaza,Bk,Manhattan
237S,3,Grand Army Plaza,Bk,Outbound
238N,2,Eastern Pkwy-Brooklyn Museum,Bk,Manhattan
238S,2,Eastern Pkwy-Brooklyn Museum,Bk,Outbound
238N,3,Eastern Pkwy-Brooklyn Museum,Bk,Manhattan
238S,3,Eastern Pkwy-Brooklyn Museum,Bk,Outbound
239N,2,Franklin Av-Medgar Evers College,Bk,Manhattan
239S,2,Franklin Av-Medgar Evers College,Bk,Outbound
239N,3,Franklin Av-Medgar Evers College,Bk,Manhattan
239S,3,Franklin Av-Medgar Evers College,Bk,Outbound
239N,4,Franklin Av-Medgar Evers College,Bk,Manhattan
239S,4,Franklin Av-Medgar Evers College,Bk,Outbound
239N,5,Franklin Av-Medgar Evers College,Bk,Manhattan
239S,5,Franklin Av-Medgar Evers College,Bk,Outbound
248N,3,Nostrand Av,Bk,Manhattan
248S,3,Nostrand Av,Bk,Outbound
249N,3,Kingston Av,Bk,Manhattan
249S,3,Kingston Av,Bk,Outbound
250N,3,Crown Hts-Utica Av,Bk,Manhattan
250S,3,Crown Hts-Utica Av,Bk,Outbound
250N,4,Crown Hts-Utica Av,Bk,Manhattan
250S,4,Crown Hts-Utica Av,Bk,Outbound
251N,3,Sutter Av-Rutland Rd,Bk,Manhattan
251S,3,Sutter Av-Rutland Rd,Bk,New Lots
252N,3,Saratoga Av,Bk,Manhattan
252S,3,Saratoga Av,Bk,New Lots
253N,3,Rockaway Av,Bk,Manhattan
253S,3,Rockaway Av,Bk,New Lots
254N,3,Junius St,Bk,Manhattan
254S,3,Junius St,Bk,New Lots
255N,3,Pennsylvania Av,Bk,Manhattan
255S,3,Pennsylvania Av,Bk,New Lots
256N,3,Van Siclen Av,Bk,Manhattan
256S,3,Van Siclen Av,Bk,New Lots
257N,3,New Lots Av,Bk,Manhattan
257S,3,New Lots Av,Bk,Last Stop
241N,2,President St-Medgar Evers College,Bk,Manhattan
241S,2,President St-Medgar Evers College,Bk,Flatbush
241N,5,President St-Medgar Evers College,Bk,Manhattan
241S,5,President St-Medgar Evers College,Bk,Flatbush
242N,2,Sterling St,Bk,Manhattan
242S,2,Sterling St,Bk,Flatbush
242N,5,Sterling St,Bk,Manhattan
242S,5,Sterling St,Bk,Flatbush
243N,2,Winthrop St,Bk,Manhattan
243S,2,Winthrop St,Bk,Flatbush
243N,5,Winthrop St,Bk,Manhattan
243S,5,Winthrop St,Bk,Flatbush
244N,2,Church Av,Bk,Manhattan
244S,2,Church Av,Bk,Flatbush
244N,5,Church Av,Bk,Manhattan
244S,5,Church Av,Bk,Flatbush
245N,2,Beverly Rd,Bk,Manhattan
245S,2,Beverly Rd,Bk,Flatbush
245N,5,Beverly Rd,Bk,Manhattan
245S,5,Beverly Rd,Bk,Flatbush
246N,2,Newkirk Av-Little Haiti,Bk,Manhattan
246S,2,Newkirk Av-Little Haiti,Bk,Flatbush
246N,5,Newkirk Av-Little Haiti,Bk,Manhattan
246S,5,Newkirk Av-Little Haiti,Bk,Flatbush
247N,2,Flatbush Av-Brooklyn College,Bk,Manhattan
247S,2,Flatbush Av-Brooklyn College,Bk,Last Stop
247N,5,Flatbush Av-Brooklyn College,Bk,Manhattan
247S,5,Flatbush Av-Brooklyn College,Bk,Last Stop
601N,6,Pelham Bay Park,Bx,Last Stop
601S,6,Pelham Bay Park,Bx,Manhattan
602N,6,Buhre Av,Bx,Pelham Bay
602S,6,Buhre Av,Bx,Manhattan
603N,6,Middletown Rd,Bx,Pelham Bay
603S,6,Middletown Rd,Bx,Manhattan
604N,6,Westchester Sq-E Tremont Av,Bx,Pelham Bay
604S,6,Westchester Sq-E Tremont Av,Bx,Manhattan
606N,6,Zerega Av,Bx,Pelham Bay
606S,6,Zerega Av,Bx,Manhattan
607N,6,Castle Hill Av,Bx,Pelham Bay
607S,6,Castle Hill Av,Bx,Manhattan
608N,6,Parkchester,Bx,Northbound
608S,6,Parkchester,Bx,Manhattan
609N,6,St Lawrence Av,Bx,Northbound
609S,6,St Lawrence Av,Bx,Manhattan
610N,6,Morrison Av-Soundview,Bx,Northbound
610S,6,Morrison Av-Soundview,Bx,Manhattan
611N,6,Elder Av,Bx,Northbound
611S,6,Elder Av,Bx,Manhattan
612N,6,Whitlock Av,Bx,Northbound
612S,6,Whitlock Av,Bx,Manhattan
613N,6,Hunts Point Av,Bx,Northbound
613S,6,Hunts Point Av,Bx,Manhattan
614N,6,Longwood Av,Bx,Northbound
614S,6,Longwood Av,Bx,Manhattan
615N,6,E 149 St,Bx,Northbound
615S,6,E 149 St,Bx,Manhattan
616N,6,E 143 St-St Mary's St,Bx,Northbound
616S,6,E 143 St-St Mary's St,Bx,Manhattan
617N,6,Cypress Av,Bx,Northbound
617S,6,Cypress Av,Bx,Manhattan
618N,6,Brook Av,Bx,Northbound
618S,6,Brook Av,Bx,Manhattan
619N,6,3 Av-138 St,Bx,Northbound
619S,6,3 Av-138 St,Bx,Manhattan
401N,4,Woodlawn,Bx,Last Stop
401S,4,Woodlawn,Bx,Manhattan
402N,4,Mosholu Pkwy,Bx,Woodlawn
402S,4,Mosholu Pkwy,Bx,Manhattan
405N,4,Bedford Park Blvd-Lehman College,Bx,Northbound
405S,4,Bedford Park Blvd-Lehman College,Bx,Manhattan
406N,4,Kingsbridge Rd,Bx,Northbound
406S,4,Kingsbridge Rd,Bx,Manhattan
407N,4,Fordham Rd,Bx,Northbound
407S,4,Fordham Rd,Bx,Manhattan
408N,4,183 St,Bx,Northbound
408S,4,183 St,Bx,Manhattan
409N,4,Burnside Av,Bx,Northbound
409S,4,Burnside Av,Bx,Manhattan
410N,4,176 St,Bx,Northbound
410S,4,176 St,Bx,Manhattan
411N,4,Mt Eden Av,Bx,Northbound
411S,4,Mt Eden Av,Bx,Manhattan
412N,4,170 St,Bx,Northbound
412S,4,170 St,Bx,Manhattan
413N,4,167 St,Bx,Northbound
413S,4,167 St,Bx,Manhattan
414N,4,161 St-Yankee Stadium,Bx,Northbound
414S,4,161 St-Yankee Stadium,Bx,Manhattan
415N,4,149 St-Grand Concourse,Bx,Northbound
415S,4,149 St-Grand Concourse,Bx,Manhattan
416N,4,138 St-Grand Concourse,Bx,Northbound
416S,4,138 St-Grand Concourse,Bx,Manhattan
416N,5,138 St-Grand Concourse,Bx,Northbound
416S,5,138 St-Grand Concourse,Bx,Manhattan
621N,4,125 St,M,The Bronx
621S,4,125 St,M,Downtown
621N,5,125 St,M,The Bronx
621S,5,125 St,M,Downtown
621N,6,125 St,M,The Bronx
621S,6,125 St,M,Downtown
622N,6,116 St,M,The Bronx
622S,6,116 St,M,Downtown
623N,6,110 St,M,The Bronx
623S,6,110 St,M,Downtown
624N,6,103 St,M,The Bronx
624S,6,103 St,M,Downtown
625N,6,96 St,M,The Bronx
625S,6,96 St,M,Downtown
626N,4,86 St,M,Uptown
626S,4,86 St,M,Downtown
626N,5,86 St,M,Uptown
626S,5,86 St,M,Downtown
626N,6,86 St,M,Uptown
626S,6,86 St,M,Downtown
627N,6,77 St,M,Uptown
627S,6,77 St,M,Downtown
628N,6,68 St-Hunter College,M,Uptown
628S,6,68 St-Hunter College,M,Downtown
629N,4,59 St,M,Uptown
629S,4,59 St,M,Downtown
629N,5,59 St,M,Uptown
629S,5,59 St,M,Downtown
629N,6,59 St,M,Uptown
629S,6,59 St,M,Downtown
630N,6,51 St,M,Uptown
630S,6,51 St,M,Downtown
631N,4,Grand Central-42 St,M,Uptown
631S,4,Grand Central-42 St,M,Downtown
631N,5,Grand Central-42 St,M,Uptown
631S,5,Grand Central-42 St,M,Downtown
631N,6,Grand Central-42 St,M,Uptown
631S,6,Grand Central-42 St,M,Downtown
632N,6,33 St,M,Uptown
632S,6,33 St,M,Downtown
633N,6,28 St,M,Uptown
633S,6,28 St,M,Downtown
634N,6,23 St,M,Uptown
634S,6,23 St,M,Downtown
635N,4,14 St-Union Sq,M,Uptown
635S,4,14 St-Union Sq,M,Downtown
635N,5,14 St-Union Sq,M,Uptown
635S,5,14 St-Union Sq,M,Downtown
635N,6,14 St-Union Sq,M,Uptown
635S,6,14 St-Union Sq,M,Downtown
636N,6,Astor Pl,M,Uptown
636S,6,Astor Pl,M,Downtown
637N,6,Bleecker St,M,Uptown
637S,6,Bleecker St,M,Downtown
638N,6,Spring St,M,Uptown
638S,6,Spring St,M,Downtown
639N,6,Canal St,M,Uptown
639S,6,Canal St,M,Downtown
640N,4,Brooklyn Bridge-City Hall,M,Uptown
640S,4,Brooklyn Bridge-City Hall,M,Downtown
640N,5,Brooklyn Bridge-City Hall,M,Uptown
640S,5,Brooklyn Bridge-City Hall,M,Downtown
640N,6,Brooklyn Bridge-City Hall,M,Uptown
640S,6,Brooklyn Bridge-City Hall,M,Downtown
418N,4,Fulton St,M,Uptown
418S,4,Fulton St,M,Downtown
418N,5,Fulton St,M,Uptown
418S,5,Fulton St,M,Downtown
419N,4,Wall St,M,Uptown
419S,4,Wall St,M,Downtown
419N,5,Wall St,M,Uptown
419S,5,Wall St,M,Downtown
420N,4,Bowling Green,M,Uptown
420S,4,Bowling Green,M,Downtown
420N,5,Bowling Green,M,Uptown
420S,5,Bowling Green,M,Downtown
423N,4,Borough Hall,Bk,Manhattan
423S,4,Borough Hall,Bk,Outbound
423N,5,Borough Hall,Bk,Manhattan
423S,5,Borough Hall,Bk,Outbound
201N,2,Wakefield-241 St,Bx,Last Stop
201S,2,Wakefield-241 St,Bx,Manhattan
204N,2,Nereid Av,Bx,Northbound
204S,2,Nereid Av,Bx,Manhattan
204N,5,Nereid Av,Bx,Northbound
204S,5,Nereid Av,Bx,Manhattan
205N,2,233 St,Bx,Northbound
205S,2,233 St,Bx,Manhattan
205N,5,233 St,Bx,Northbound
205S,5,233 St,Bx,Manhattan
206N,2,225 St,Bx,Northbound
206S,2,225 St,Bx,Manhattan
206N,5,225 St,Bx,Northbound
206S,5,225 St,Bx,Manhattan
207N,2,219 St,Bx,Northbound
207S,2,219 St,Bx,Manhattan
207N,5,219 St,Bx,Northbound
207S,5,219 St,Bx,Manhattan
208N,2,Gun Hill Rd,Bx,Northbound
208S,2,Gun Hill Rd,Bx,Manhattan
208N,5,Gun Hill Rd,Bx,Northbound
208S,5,Gun Hill Rd,Bx,Manhattan
209N,2,Burke Av,Bx,Northbound
209S,2,Burke Av,Bx,Manhattan
209N,5,Burke Av,Bx,Northbound
209S,5,Burke Av,Bx,Manhattan
210N,2,Allerton Av,Bx,Northbound
210S,2,Allerton Av,Bx,Manhattan
210N,5,Allerton Av,Bx,Northbound
210S,5,Allerton Av,Bx,Manhattan
211N,2,Pelham Pkwy,Bx,Northbound
211S,2,Pelham Pkwy,Bx,Manhattan
211N,5,Pelham Pkwy,Bx,Northbound
211S,5,Pelham Pkwy,Bx,Manhattan
212N,2,Bronx Park East,Bx,Northbound
212S,2,Bronx Park East,Bx,Manhattan
212N,5,Bronx Park East,Bx,Northbound
212S,5,Bronx Park East,Bx,Manhattan
213N,2,E 180 St,Bx,Northbound
213S,2,E 180 St,Bx,Manhattan
213N,5,E 180 St,Bx,Northbound
213S,5,E 180 St,Bx,Manhattan
214N,2,West Farms Sq-E Tremont Av,Bx,Northbound
214S,2,West Farms Sq-E Tremont Av,Bx,Manhattan
214N,5,West Farms Sq-E Tremont Av,Bx,Northbound
214S,5,West Farms Sq-E Tremont Av,Bx,Manhattan
215N,2,174 St,Bx,Northbound
215S,2,174 St,Bx,Manhattan
215N,5,174 St,Bx,Northbound
215S,5,174 St,Bx,Manhattan
216N,2,Freeman St,Bx,Northbound
216S,2,Freeman St,Bx,Manhattan
216N,5,Freeman St,Bx,Northbound
216S,5,Freeman St,Bx,Manhattan
217N,2,Simpson St,Bx,Northbound
217S,2,Simpson St,Bx,Manhattan
217N,5,Simpson St,Bx,Northbound
217S,5,Simpson St,Bx,Manhattan
218N,2,Intervale Av,Bx,Northbound
218S,2,Intervale Av,Bx,Manhattan
218N,5,Intervale Av,Bx,Northbound
218S,5,Intervale Av,Bx,Manhattan
219N,2,Prospect Av,Bx,Northbound
219S,2,Prospect Av,Bx,Manhattan
219N,5,Prospect Av,Bx,Northbound
219S,5,Prospect Av,Bx,Manhattan
220N,2,Jackson Av,Bx,Northbound
220S,2,Jackson Av,Bx,Manhattan
220N,5,Jackson Av,Bx,Northbound
220S,5,Jackson Av,Bx,Manhattan
221N,2,3 Av-149 St,Bx,Northbound
221S,2,3 Av-149 St,Bx,Manhattan
221N,5,3 Av-149 St,Bx,Northbound
221S,5,3 Av-149 St,Bx,Manhattan
222N,2,149 St-Grand Concourse,Bx,Northbound
222S,2,149 St-Grand Concourse,Bx,Manhattan
222N,5,149 St-Grand Concourse,Bx,Northbound
222S,5,149 St-Grand Concourse,Bx,Manhattan
301N,3,Harlem-148 St,M,Last Stop
301S,3,Harlem-148 St,M,Downtown
302N,3,145 St,M,Harlem
302S,3,145 St,M,Downtown
224N,2,135 St,M,Uptown
224S,2,135 St,M,Downtown
224N,3,135 St,M,Uptown
224S,3,135 St,M,Downtown
225N,2,125 St,M,Uptown
225S,2,125 St,M,Downtown
225N,3,125 St,M,Uptown
225S,3,125 St,M,Downtown
226N,2,116 St,M,Uptown
226S,2,116 St,M,Downtown
226N,3,116 St,M,Uptown
226S,3,116 St,M,Downtown
227N,2,Central Park North (110 St),M,Uptown
227S,2,Central Park North (110 St),M,Downtown
227N,3,Central Park North (110 St),M,Uptown
227S,3,Central Park North (110 St),M,Downtown
501N,5,Eastchester-Dyre Av,Bx,Last Stop
501S,5,Eastchester-Dyre Av,Bx,Manhattan
502N,5,Baychester Av,Bx,Eastchester
502S,5,Baychester Av,Bx,Manhattan
503N,5,Gun Hill Rd,Bx,Eastchester
503S,5,Gun Hill Rd,Bx,Manhattan
504N,5,Pelham Pkwy,Bx,Eastchester
504S,5,Pelham Pkwy,Bx,Manhattan
505N,5,Morris Park,Bx,Eastchester
505S,5,Morris Park,Bx,Manhattan
701N,7,Flushing-Main St,Q,Last Stop
701S,7,Flushing-Main St,Q,Manhattan
702N,7,Mets-Willets Point,Q,Outbound
702S,7,Mets-Willets Point,Q,Manhattan
705N,7,111 St,Q,Outbound
705S,7,111 St,Q,Manhattan
706N,7,103 St-Corona Plaza,Q,Outbound
706S,7,103 St-Corona Plaza,Q,Manhattan
707N,7,Junction Blvd,Q,Outbound
707S,7,Junction Blvd,Q,Manhattan
708N,7,90 St-Elmhurst Av,Q,Outbound
708S,7,90 St-Elmhurst Av,Q,Manhattan
709N,7,82 St-Jackson Hts,Q,Outbound
709S,7,82 St-Jackson Hts,Q,Manhattan
710N,7,74 St-Broadway,Q,Outbound
710S,7,74 St-Broadway,Q,Manhattan
711N,7,69 St,Q,Outbound
711S,7,69 St,Q,Manhattan
712N,7,61 St-Woodside,Q,Outbound
712S,7,61 St-Woodside,Q,Manhattan
713N,7,52 St,Q,Outbound
713S,7,52 St,Q,Manhattan
714N,7,46 St-Bliss St,Q,Outbound
714S,7,46 St-Bliss St,Q,Manhattan
715N,7,40 St-Lowery St,Q,Outbound
715S,7,40 St-Lowery St,Q,Manhattan
716N,7,33 St-Rawson St,Q,Outbound
716S,7,33 St-Rawson St,Q,Manhattan
718N,7,Queensboro Plaza,Q,Outbound
718S,7,Queensboro Plaza,Q,Manhattan
R09N,N,Queensboro Plaza,Q,Astoria
R09S,N,Queensboro Plaza,Q,Manhattan
R09N,W,Queensboro Plaza,Q,Astoria
R09S,W,Queensboro Plaza,Q,Manhattan
719N,7,Court Sq,Q,Outbound
719S,7,Court Sq,Q,Manhattan
720N,7,Hunters Point Av,Q,Outbound
720S,7,Hunters Point Av,Q,Manhattan
721N,7,Vernon Blvd-Jackson Av,Q,Outbound
721S,7,Vernon Blvd-Jackson Av,Q,Manhattan
723N,7,Grand Central-42 St,M,Queens
723S,7,Grand Central-42 St,M,Hudson Yards
724N,7,5 Av,M,Queens
724S,7,5 Av,M,Hudson Yards
725N,7,Times Sq-42 St,M,Queens
725S,7,Times Sq-42 St,M,Hudson Yards
902N,S,Times Sq-42 St,M,Last Stop
902S,S,Times Sq-42 St,M,Grand Central
901N,S,Grand Central-42 St,M,Times Square
901S,S,Grand Central-42 St,M,Last Stop
726N,7,34 St-Hudson Yards,M,Last Stop
726S,7,34 St-Hudson Yards,M,Queens
Q05N,Q,96 St,M,Last Stop
Q05S,Q,96 St,M,Downtown
Q04N,Q,86 St,M,Uptown
Q04S,Q,86 St,M,Downtown
Q03N,Q,72 St,M,Uptown
Q03S,Q,72 St,M,Downtown
S31N,SIR,St George,SI,Last Stop
S31S,SIR,St George,SI,South Shore
S30N,SIR,Tompkinsville,SI,Ferry
S30S,SIR,Tompkinsville,SI,South Shore
S29N,SIR,Stapleton,SI,Ferry
S29S,SIR,Stapleton,SI,South Shore
S28N,SIR,Clifton,SI,Ferry
S28S,SIR,Clifton,SI,South Shore
S27N,SIR,Grasmere,SI,Ferry
S27S,SIR,Grasmere,SI,South Shore
S26N,SIR,Old Town,SI,Ferry
S26S,SIR,Old Town,SI,South Shore
S25N,SIR,Dongan Hills,SI,Ferry
S25S,SIR,Dongan Hills,SI,South Shore
S24N,SIR,Jefferson Av,SI,Ferry
S24S,SIR,Jefferson Av,SI,South Shore
S23N,SIR,Grant City,SI,Ferry
S23S,SIR,Grant City,SI,South Shore
S22N,SIR,New Dorp,SI,Ferry
S22S,SIR,New Dorp,SI,South Shore
S21N,SIR,Oakwood Heights,SI,Ferry
S21S,SIR,Oakwood Heights,SI,South Shore
S20N,SIR,Bay Terrace,SI,Ferry
S20S,SIR,Bay Terrace,SI,South Shore
S19N,SIR,Great Kills,SI,Ferry
S19S,SIR,Great Kills,SI,South Shore
S18N,SIR,Eltingville,SI,Ferry
S18S,SIR,Eltingville,SI,South Shore
S17N,SIR,Annadale,SI,Ferry
S17S,SIR,Annadale,SI,South Shore
S16N,SIR,Huguenot,SI,Ferry
S16S,SIR,Huguenot,SI,South Shore
S15N,SIR,Prince's Bay,SI,Ferry
S15S,SIR,Prince's Bay,SI,South Shore
S14N,SIR,Pleasant Plains,SI,Ferry
S14S,SIR,Pleasant Plains,SI,South Shore
S13N,SIR,Richmond Valley,SI,Ferry
S13S,SIR,Richmond Valley,SI,Tottenville
S09N,SIR,Tottenville,SI,Ferry
S09S,SIR,Tottenville,SI,Last Stop
S11N,SIR,Arthur Kill,SI,Ferry
S11S,SIR,Arthur Kill,SI,Tottenville
